p_day,p_month,p_year,a_day,a_month,a_year,type,item,form,duration,state
17,2,2020,21,4,2020,1,1,2,64,5
3,8,2021,6,10,2021,0,1,1,64,45
12,12,2021,14,2,2022,1,1,1,64,53
3,3,2019,7,5,2019,0,1,1,65,27
5,3,2020,13,5,2020,0,1,0,69,27
26,11,2021,3,2,2022,1,1,1,69,37
29,12,2019,10,3,2020,0,1,2,72,37
11,12,2019,21,2,2020,0,1,2,72,26
2,7,2019,13,9,2019,0,1,2,73,12
27,7,2019,9,10,2019,0,1,2,74,37
3,12,2021,19,2,2022,1,1,1,78,48
11,4,2021,30,6,2021,0,1,1,80,41
31,10,2019,21,1,2020,1,1,2,82,51
16,10,2019,7,1,2020,1,1,1,83,53
9,2,2019,8,5,2019,0,1,1,88,48
10,9,2018,11,12,2018,1,1,0,92,5
13,9,2020,14,12,2020,0,1,1,92,51
15,1,2021,17,4,2021,0,1,1,92,19
25,7,2020,28,10,2020,1,1,1,95,48
2,12,2021,7,3,2022,0,1,1,95,18
21,9,2021,27,12,2021,0,1,2,97,2
3,12,2018,13,3,2019,1,1,2,100,19
26,11,2018,6,3,2019,0,1,1,100,22
7,11,2021,15,2,2022,1,1,1,100,37
31,5,2019,20,9,2019,0,1,2,112,53
13,4,2020,3,8,2020,1,1,2,112,8
8,4,2021,29,7,2021,0,1,1,112,48
17,10,2020,8,2,2021,0,1,1,114,26
1,4,2021,24,7,2021,1,1,0,114,16
27,5,2020,25,9,2020,1,1,2,121,4
5,8,2021,6,12,2021,0,1,1,123,12
15,2,2021,21,6,2021,0,1,0,126,42
24,8,2020,4,1,2021,0,1,2,133,37
4,3,2020,18,7,2020,0,1,2,136,40
24,7,2020,7,12,2020,0,1,2,136,53
23,8,2019,7,1,2020,0,1,2,137,33
22,6,2020,10,11,2020,1,1,2,141,39
20,12,2019,13,5,2020,1,1,0,145,24
19,5,2020,13,10,2020,0,1,2,147,41
13,4,2021,9,9,2021,1,1,1,149,26
21,5,2021,18,10,2021,1,1,1,150,41
16,4,2020,14,9,2020,0,1,2,151,18
19,12,2018,29,5,2019,0,1,1,161,39
10,7,2020,21,12,2020,1,1,1,164,12
8,7,2020,21,12,2020,1,1,1,166,51
7,11,2020,22,4,2021,1,1,1,166,35
10,1,2018,25,6,2018,1,1,0,166,53
1,12,2020,20,5,2021,1,1,1,170,53
9,12,2020,28,5,2021,0,1,1,170,53
31,10,2019,20,4,2020,0,1,2,172,18
23,1,2020,22,7,2020,0,1,2,181,48
19,4,2021,18,10,2021,1,1,1,182,53
16,10,2020,22,4,2021,1,1,1,188,35
11,6,2018,20,12,2018,1,1,0,192,22
4,6,2018,17,12,2018,1,1,2,196,51
4,1,2019,23,7,2019,0,1,0,200,13
11,7,2018,7,2,2019,1,1,0,211,13
11,7,2018,7,2,2019,1,1,0,211,13
5,11,2020,9,6,2021,0,1,2,216,18
1,9,2018,8,4,2019,0,1,2,219,12
1,10,2020,10,5,2021,0,1,1,221,35
26,7,2018,7,3,2019,0,1,2,224,13
17,7,2018,26,2,2019,1,1,0,224,29
10,3,2020,22,10,2020,0,1,2,226,26
4,10,2018,30,5,2019,0,1,0,238,31
5,11,2020,2,7,2021,0,1,0,239,41
22,10,2018,20,6,2019,0,1,0,241,42
15,12,2018,16,8,2019,0,1,2,244,49
11,10,2018,14,6,2019,1,1,0,246,48
19,9,2019,1,6,2020,1,1,2,256,48
28,9,2018,19,6,2019,1,1,0,264,49
16,7,2018,14,4,2019,0,1,2,272,48
17,7,2018,19,4,2019,0,1,2,276,41
24,5,2018,26,2,2019,0,1,0,278,29
17,2,2021,27,11,2021,0,1,2,283,30
25,6,2018,7,4,2019,0,1,2,286,32
18,10,2018,8,8,2019,0,1,2,294,13
13,5,2021,4,3,2022,1,1,2,295,13
13,4,2019,11,2,2020,1,1,2,304,51
12,6,2018,16,4,2019,1,1,2,308,33
31,8,2018,9,7,2019,0,1,2,312,17
31,8,2018,9,7,2019,0,1,2,312,17
1,5,2018,11,3,2019,1,1,0,314,44
16,5,2019,27,3,2020,1,1,2,316,48
5,1,2021,29,11,2021,1,1,2,328,13
18,9,2018,15,8,2019,1,1,2,331,32
22,3,2021,19,2,2022,1,1,2,334,48
17,9,2018,3,9,2019,1,1,2,351,51
12,4,2018,1,5,2019,1,1,0,384,48
22,1,2018,2,3,2019,0,1,1,404,48
23,4,2018,20,6,2019,0,1,0,423,17
16,8,2018,2,12,2019,1,1,2,473,48
18,7,2019,10,12,2020,1,1,2,511,20
7,7,2017,21,5,2019,0,1,0,683,4
4,10,2021,13,10,2021,0,2,1,9,47
27,11,2021,8,12,2021,0,2,1,11,29
13,3,2019,28,3,2019,1,2,1,15,45
5,10,2021,22,10,2021,0,2,1,17,12
30,7,2020,20,8,2020,1,2,1,21,48
26,3,2020,19,4,2020,0,2,1,24,12
23,11,2020,20,12,2020,1,2,1,27,37
21,10,2020,20,11,2020,1,2,1,30,9
28,11,2020,31,12,2020,1,2,1,33,39
4,8,2019,10,9,2019,1,2,1,37,37
29,4,2019,2,7,2019,1,2,1,64,12
21,3,2019,28,5,2019,1,2,1,68,48
15,9,2020,7,1,2021,0,2,2,114,42
16,1,2021,24,8,2021,0,2,0,220,29
13,7,2018,24,3,2019,1,2,0,254,51
1,6,2018,22,3,2019,1,2,2,294,48
